Country,Player (ITTF ID),Position,Previous Position,Points,Month,Year
PANAMA,ACHAFEIRO Jose Miguel (118022),1161,1153,4,Jun,2019
BOLIVIA,OSINAGA Santiago (123806),1161,1153,4,Jun,2019
BOLIVIA,PELAEZ Fabio (117315),1161,1153,4,Jun,2019
BRAZIL,BARBOSA Luan (123774),1181,1166,3,Jun,2019
BAHRAIN,ABBES Mohamed (137332),1181,1166,3,Jun,2019
UNITED STATES OF AMERICA,LI Ted (123317),1181,1166,3,Jun,2019
JAMAICA,TULLOCH Alessio (132327),1181,1166,3,Jun,2019
CANADA,JI Max ^ (134676),1181,1166,3,Jun,2019
IRAQ,ABDELHASAN Ahmed (137393),1181,1166,3,Jun,2019
ALGERIA,LAZEZI Mohamed (137322),1181,1166,3,Jun,2019
UNITED STATES OF AMERICA,KANG Zhihao (137795),1181,1166,3,Jun,2019
UNITED STATES OF AMERICA,WANG Yutian ^^ (121257),1181,1166,3,Jun,2019
LEBANON,HARB Ahmad (114347),1181,1166,3,Jun,2019
UNITED STATES OF AMERICA,GODHWANI Aditya (124378),1181,1166,3,Jun,2019
PUERTO RICO,PEREZ Gabriel (131442),1181,1166,3,Jun,2019
CANADA,LI Yu-Je ^^ (135707),1193,1181,1,Jun,2019
UNITED STATES OF AMERICA,MENG Zixiang ^^ (134466),1193,1182,1,Jun,2019
PUERTO RICO,GALLO Sebastian (137781),1193,1182,1,Jun,2019
FINLAND,RASANEN Aleksi (135982),1193,1182,1,Jun,2019
CANADA,BERNIER William (137793),1193,1182,1,Jun,2019
PUERTO RICO,BIRRIEL RIVERA Oscar (137175),1193,1182,1,Jun,2019
QATAR,AOUEKLI Ahmed (137382),1193,1182,1,Jun,2019
SUDAN,KHER Abdelrahmen (137391),1193,1182,1,Jun,2019
COLOMBIA,RODRIGUEZ TORRES Felipe (137792),1193,1182,1,Jun,2019
CANADA,WEI Adrian (131974),1193,1182,1,Jun,2019
CANADA,XU David (131972),1193,1182,1,Jun,2019
CANADA,RAYMOND Zakary (131970),1193,1182,1,Jun,2019
CANADA,SIEU Vincent (131953),1193,1182,1,Jun,2019
UNITED STATES OF AMERICA,SHAO Yu (108543),1193,1182,1,Jun,2019
LUXEMBOURG,AGUIAR Joao ^^ (123503),1193,1182,1,Jun,2019
PUERTO RICO,MATIAS Francisco (121437),1193,1182,1,Jun,2019
ESTONIA,KANT Kristjan (115349),1193,1182,1,Jun,2019
INDIA,Mohammed Ali (133387),1193,1182,1,Jun,2019
FINLAND,MUSTONEN Aleksi (119047),1193,1182,1,Jun,2019
CANADA,GAUTHIER Pierre-Anthony (135712),1193,1182,1,Jun,2019
JAMAICA,SINCLAIR Rudolph ^^ (137642),1193,1182,1,Jun,2019
FINLAND,KHOSRAVI Sam (136007),1193,1182,1,Jun,2019
HAITI,MUZEAU Sebastien ^^ (123249),1193,1182,1,Jun,2019
JAMAICA,WILLOUGHBY Kweisi (135141),1193,1182,1,Jun,2019
SUDAN,IDRIS El Mutasim (120137),1193,1182,1,Jun,2019
JAMAICA,MORRIS Alphanso ^^ (137641),1193,1182,1,Jun,2019
FRANCE,LAFITTE Laurent ^^ (137639),1193,1182,1,Jun,2019
TRINIDAD AND TOBAGO,DOUGLAS Derron (132107),1193,1182,1,Jun,2019
CANADA,LY Edward (122425),1193,1182,1,Jun,2019
JAMAICA,WILLIAMS David ^^ (137643),1193,1182,1,Jun,2019
